x,y,z,x_quat,y_quat,z_quat,w_quat,speed
89646.474800,43139.919600,0,0.990465,0.000000,0.000000,-0.137762,1.250580
89646.831863,43142.846745,0,0.999964,0.000000,0.000000,0.008436,1.883912
89646.484752,43145.803388,0,0.994712,0.000000,0.000000,0.102704,1.976958
89645.602521,43148.712297,0,0.982646,0.000000,0.000000,0.185492,1.921183
89644.354161,43151.442425,0,0.971222,0.000000,0.000000,0.238175,1.872329
89642.853741,43153.990067,0,0.957586,0.000000,0.000000,0.288147,1.965784
89641.094288,43156.364993,0,0.941517,0.000000,0.000000,0.336965,2.037931
89639.130358,43158.582341,0,0.929926,0.000000,0.000000,0.367746,3.226500
89637.067763,43160.735225,0,0.926323,0.000000,0.000000,0.376730,3.971615
89634.946862,43162.864265,0,0.922174,0.000000,0.000000,0.386776,4.646422
89632.783866,43164.956103,0,0.919505,0.000000,0.000000,0.393077,5.966609
89630.622178,43167.023555,0,0.920223,0.000000,0.000000,0.391394,7.240489
89628.512922,43169.089523,0,0.924409,0.000000,0.000000,0.381403,8.126014
89626.489021,43171.235422,0,0.935389,0.000000,0.000000,0.353619,8.066890
89624.632149,43173.517868,0,0.947405,0.000000,0.000000,0.320038,7.592800
89622.820126,43175.989148,0,0.955665,0.000000,0.000000,0.294456,5.388135
89621.361813,43178.736788,0,0.986320,0.000000,0.000000,0.164844,3.618247
89621.492178,43181.344585,0,0.989948,0.000000,0.000000,-0.141435,3.263962
89622.941151,43184.040674,0,0.942306,0.000000,0.000000,-0.334752,2.997063
89625.282163,43185.956371,0,0.853634,0.000000,0.000000,-0.520874,3.114606
89628.143049,43186.712729,0,0.725219,0.000000,0.000000,-0.688518,1.251462
89630.912243,43186.225229,0,0.574576,0.000000,0.000000,-0.818452,2.201209
89633.636870,43184.943266,0,0.522596,0.000000,0.000000,-0.852581,4.013024
89636.494650,43183.623748,0,0.560627,0.000000,0.000000,-0.828068,5.028845
89639.366896,43182.781355,0,0.649900,0.000000,0.000000,-0.760019,4.532785
89642.220647,43182.692089,0,0.729323,0.000000,0.000000,-0.684170,3.965370
89645.157966,43183.148953,0,0.792412,0.000000,0.000000,-0.609986,2.881797
89647.969169,43184.129153,0,0.835614,0.000000,0.000000,-0.549318,4.993156
89650.581168,43185.553757,0,0.879657,0.000000,0.000000,-0.475608,3.019109
89653.044514,43187.233298,0,0.879764,0.000000,0.000000,-0.475410,2.098307
89655.676264,43188.601409,0,0.820306,0.000000,0.000000,-0.571925,3.470401
89658.612877,43189.214020,0,0.724629,0.000000,0.000000,-0.689140,3.180709
89661.551300,43188.814552,0,0.574215,0.000000,0.000000,-0.818705,3.523092
89664.004133,43187.170930,0,0.364932,0.000000,0.000000,-0.931034,3.450301
89665.457200,43184.596356,0,0.140605,0.000000,0.000000,-0.990066,3.212947
89665.636520,43181.629231,0,0.079454,0.000000,0.000000,0.996839,3.102876
89664.546476,43178.897080,0,0.304040,0.000000,0.000000,0.952659,3.568437
89662.276249,43176.981875,0,0.522933,0.000000,0.000000,0.852374,1.410100
89659.450838,43176.083467,0,0.623007,0.000000,0.000000,0.782216,4.788001
89656.582931,43175.201063,0,0.558822,0.000000,0.000000,0.829288,6.230452
89653.961230,43173.934199,0,0.524695,0.000000,0.000000,0.851290,5.209121
89651.213856,43172.719761,0,0.549890,0.000000,0.000000,0.835237,4.107003
89648.458329,43171.225245,0,0.448441,0.000000,0.000000,0.893812,3.681074
89647.125283,43168.877981,0,0.140161,0.000000,0.000000,0.990129,3.430114
89646.643568,43165.918585,0,0.026167,0.000000,0.000000,-0.999658,3.494353
89647.499386,43163.094078,0,0.275082,0.000000,0.000000,-0.961421,3.174775
89649.596736,43160.999025,0,0.476011,0.000000,0.000000,-0.879439,3.734724
89652.339881,43159.890850,0,0.632805,0.000000,0.000000,-0.774311,1.792745
89655.330673,43159.747592,0,0.736002,0.000000,0.000000,-0.676979,3.607102
89658.360293,43160.355809,0,0.810193,0.000000,0.000000,-0.586163,3.971424
89660.784210,43161.726302,0,0.904149,0.000000,0.000000,-0.427218,2.583546
89662.664929,43163.879066,0,0.950980,0.000000,0.000000,-0.309252,3.567988
89664.627769,43166.458402,0,0.940171,0.000000,0.000000,-0.340702,3.715415
89666.781873,43168.552346,0,0.876854,0.000000,0.000000,-0.480757,2.991384
89669.473056,43169.301224,0,0.736343,0.000000,0.000000,-0.676609,3.152490
89672.392578,43169.063401,0,0.592783,0.000000,0.000000,-0.805363,2.022944
89675.061740,43167.696103,0,0.468532,0.000000,0.000000,-0.883447,4.458871
89677.433460,43165.827531,0,0.405443,0.000000,0.000000,-0.914120,3.925060
89679.397341,43163.630399,0,0.297559,0.000000,0.000000,-0.954704,4.132007
89680.714253,43160.959226,0,0.149788,0.000000,0.000000,-0.988718,4.156380
89681.080526,43158.014427,0,0.034151,0.000000,0.000000,0.999417,3.826284
89680.251701,43155.168973,0,0.243179,0.000000,0.000000,0.969981,4.175879
89678.379129,43152.869994,0,0.416353,0.000000,0.000000,0.909203,2.289108
89675.873283,43151.214763,0,0.510165,0.000000,0.000000,0.860076,5.148424
89673.264267,43149.839807,0,0.534000,0.000000,0.000000,0.845484,5.974173
89670.541794,43148.793875,0,0.588970,0.000000,0.000000,0.808155,6.883672
89667.651219,43147.887771,0,0.589060,0.000000,0.000000,0.808089,7.360243
89664.813154,43146.883348,0,0.559481,0.000000,0.000000,0.828843,6.630411
89662.137840,43145.554058,0,0.480028,0.000000,0.000000,0.877253,5.018994
89659.873086,43143.691946,0,0.386698,0.000000,0.000000,0.922206,4.295878
89658.004730,43141.378529,0,0.270503,0.000000,0.000000,0.962719,3.705674
89656.930647,43138.625380,0,0.082855,0.000000,0.000000,0.996562,3.264787
89656.855394,43135.638162,0,0.032156,0.000000,0.000000,-0.999483,1.116949
89657.055516,43132.662489,0,0.013894,0.000000,0.000000,-0.999903,3.241169
89656.849947,43129.662958,0,0.089934,0.000000,0.000000,0.995948,3.629683
89655.855308,43126.886683,0,0.261206,0.000000,0.000000,0.965283,3.454224
89653.858617,43124.751105,0,0.465626,0.000000,0.000000,0.884982,3.263169
89651.147930,43123.536281,0,0.605929,0.000000,0.000000,0.795519,3.235465
89648.220360,43122.935810,0,0.654730,0.000000,0.000000,0.755863,5.063506
89645.249684,43122.752489,0,0.714385,0.000000,0.000000,0.699753,4.739172
89642.280246,43123.046052,0,0.766157,0.000000,0.000000,0.642654,4.528464
89639.394135,43123.787026,0,0.813201,0.000000,0.000000,0.581983,4.356962
89636.659737,43124.962144,0,0.855283,0.000000,0.000000,0.518162,4.202488
89634.119138,43126.516270,0,0.887358,0.000000,0.000000,0.461081,4.188048
89631.779937,43128.364955,0,0.911475,0.000000,0.000000,0.411355,4.044275
89629.635334,43130.434219,0,0.927604,0.000000,0.000000,0.373564,5.590508
